血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者,状態
2012103163,ダンツアリーナ,牡,2,不在,(栗)本田優,ブラックタイド,シンメイジョイ,Woodman,鹿毛,0,0, 0- 0- 0- 0,山元哲二,千代田牧場,不在
2012103166,カラーラビアンコ,牡,2,在厩,(栗)音無秀孝,"Giant's Causeway",スターオブサファイア,Tapit,芦毛,0,0, 0- 0- 0- 0,金子真人ホールディングス,千代田牧場,在厩
2012103193,ダノンプラチナ,牡,2,不在,(美)国枝栄,ディープインパクト,バディーラ,"Unbridled's Song",芦毛,0,0, 0- 0- 0- 0,ダノックス,千代田牧場,不在
2012103253,トウショウチャート,牡,2,不在,(美)土田稔,タイムパラドックス,スカイトウショウ,ハウスバスター,栗毛,0,0, 0- 0- 0- 0,トウショウ産業,鳥谷勝彦,不在
2012103297,ニホンピロラプター,牡,2,在厩,(栗)服部利之,ファルブラヴ,ニホンピロキャット,サクラプレジデント,鹿毛,0,0, 0- 0- 0- 0,小林百太郎,友田牧場,在厩
2012103407,テイエムファーサイ,牡,2,在厩,(栗)福島信晴,ワイルドラッシュ,ラスターゲイン,ホリスキー,黒鹿,0,0, 0- 0- 0- 0,竹園正繼,服部牧場,在厩
2012103472,ゼットスマイル,牡,2,在厩,(栗)宮徹,ハービンジャー,ゼットフウリン,ジャングルポケット,栗毛,0,0, 0- 0- 0- 0,フォーレスト,フジワラフアーム,在厩
2012103508,ウイングアクティブ,牡,2,不在,(栗)野中賢二,アグネスデジタル,リボンストライプ,トニービン,鹿毛,0,0, 0- 0- 0- 0,池田實,藤原牧場,不在
2012103581,ティーベレヌス,牡,2,在厩,(栗)西橋豊治,タイキシャトル,ソレイユ,サクラユタカオー,栗毛,0,0, 0- 0- 0- 1,高橋ファーム,三木田明仁,在厩
2012103731,アドバンスゴード,牡,2,不在,(栗)牧浦充徳,スウェプトオーヴァーボード,タイキクリスティー,Theatrical,芦毛,0,0, 0- 0- 0- 0,前原敏行,チャンピオンズファーム,不在
2012103733,ワンラヴワンハート,牡,2,在厩,(栗)牧浦充徳,マイネルラヴ,パサパ,キングカメハメハ,青鹿,0,0, 0- 0- 0- 1,山住勲,チャンピオンズファーム,在厩
2012103780,ネージュドール,牡,2,在厩,(栗)高橋康之,ステイゴールド,モントレゾール,"Cadeaux Genereux",芦毛,0,0, 0- 0- 0- 0,池江泰郎,市川牧場,在厩
2012103783,サブマリン,牡,2,在厩,(美)大竹正博,ステイゴールド,アスクレピアス,ヘクタープロテクター,栗毛,0,0, 0- 0- 0- 0,石川達絵,上水牧場,在厩
2012103815,ポルトボナール,牡,2,不在,(美)武井亮,ハイアーゲーム,ダイコーマリーン,シャンハイ,黒鹿,0,0, 0- 0- 0- 0,後藤英成,笹川大晃牧場,不在
2012103844,ジェットコルサ,牡,2,在厩,(美)金成貴史,ストーミングホーム,フォセット,キンググローリアス,青毛,0,110, 0- 0- 0- 1,尾上松壽,青藍牧場,在厩
2012103877,ニシキオーカン,牡,2,在厩,(美)谷原義明,ソングオブウインド,ラブリースイート,ボールドノースマン,鹿毛,0,0, 0- 0- 0- 0,平岡茂樹,平岡牧場,在厩
2012103914,セイセイセイ,牡,2,在厩,(栗)梅田康雄,カンパニー,サンキュウガール,アグネスタキオン,鹿毛,0,0, 0- 0- 0- 0,薪浦亨,吉田三郎,在厩
2012103919,クリスタルシップ,牡,2,在厩,(美)石栗龍彦,フサイチコンコルド,クリスタルフローラ,クリスタルグリツターズ,黒鹿,0,0, 0- 0- 0- 0,小林英一,吉田牧場,在厩
2012103946,スズカプレスト,牡,2,在厩,(栗)橋田満,ダイワメジャー,メジロプレスト,メジロライアン,鹿毛,0,0, 0- 0- 0- 0,永井啓弍,レイクヴィラファーム,在厩
2012103981,アクセラレート,牡,2,在厩,(栗)佐々木晶,ステイゴールド,オリジナルスピン2,"Distorted Humor",鹿毛,0,0, 0- 0- 0- 1,キャロットファーム,社台コーポレーション白老ファーム,在厩
2012104293,メイショウキシドウ,牡,2,不在,(美)小島太,メイショウサムソン,チャペルコンサート,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,松本好雄,社台コーポレーション白老ファーム,不在
2012104387,カジノプレイヤー,牡,2,在厩,(栗)本田優,ダイワメジャー,ベガスナイト,"Coronado's Quest",栗毛,0,0, 0- 0- 0- 0,吉田照哉,社台ファーム,在厩
2012104422,ヴェルデプラート,牡,2,不在,(美)斎藤誠,ステイゴールド,ミスコンチェルト,Concerto,栗毛,0,70, 0- 0- 0- 1,落合幸弘,社台ファーム,不在
2012104519,レッドソロモン,牡,2,在厩,(栗)庄野靖志,メイショウサムソン,アドマイヤリッチ,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,東京ホースレーシング,ノーザンファーム,在厩
2012104653,シンフォニータクト,牡,2,不在,(美)木村哲也,ネオユニヴァース,シンフォニーライツ,Vindication,黒鹿,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,不在
2012104674,ウップスアデイジイ,牡,2,在厩,(美)鈴木康弘,ファルブラヴ,スコールイ,"Seeking the Gold",鹿毛,0,0, 0- 0- 0- 0,平賀久枝,ノーザンファーム,在厩
2012104706,サージェントバッジ,牡,2,在厩,(栗)須貝尚介,ステイゴールド,タペストリー,"Fusaichi Pegasus",黒鹿,0,0, 0- 0- 0- 0,大塚亮一,ノーザンファーム,在厩
2012104893,マックヴァン,牡,2,在厩,(美)堀宣行,キンシャサノキセキ,ラタフィア,Cozzene,芦毛,0,0, 0- 0- 0- 1,サンデーレーシング,ノーザンファーム,在厩
2012104902,ボルゲーゼ,牡,2,不在,(美)木村哲也,キングカメハメハ,ラルケット,ファルブラヴ,黒鹿,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,不在
2012105058,トップガン,牡,2,不在,(美)和田雄二,バゴ,ヤマイチステルス,"Touch Gold",黒鹿,0,0, 0- 0- 0- 0,新谷幸義,赤田牧場,不在
2012105112,ティーエスナイン,牡,2,在厩,(栗)鈴木孝志,キングカメハメハ,ナイスヴァレー,フレンチデピュティ,栗毛,0,0, 0- 0- 0- 0,田畑利彦,浦河日成牧場,在厩
2012105180,スピリッツセカンド,牡,2,在厩,(美)根本康広,マンハッタンカフェ,ヤサカシーズン,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,平賀久枝,鎌田正嗣,在厩
2012105189,ミスターハーレー,牡,2,不在,(栗)高橋義忠,タニノギムレット,スターマーチ,フジキセキ,青鹿,0,0, 0- 0- 0- 0,齋藤秀昭,ガーベラパークスタツド,不在
2012105228,イイネー,牡,2,在厩,(栗)音無秀孝,メイショウボーラー,ガンバリッコ,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 1,小田切有一,木村牧場,在厩
2012105255,コンコード,牡,2,在厩,(栗)友道康夫,エンパイアメーカー,トゥハーモニー,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,林正道,酒井牧場,在厩
2012105291,メイショウヤマザト,牡,2,在厩,(栗)本田優,エンパイアメーカー,メイショウラメール,ジョリーズヘイロー,黒鹿,0,0, 0- 0- 0- 0,松本好雄,松栄牧場,在厩
2012105747,ソルプレーサ,牡,2,不在,(美)堀井雅広,エンパイアメーカー,アブラシオ,グラスワンダー,黒鹿,0,0, 0- 0- 0- 0,西森鶴,梅田牧場,不在
2012105823,ディアタイガ,牡,2,在厩,(美)石栗龍彦,サムライハート,ディアインビクタス,ストラヴィンスキー,栗毛,400,700, 1- 0- 0- 0,ディアレスト,桑田フアーム,在厩
2012105895,メザニン,牡,2,在厩,(栗)牧田和弥,フレンチデピュティ,エーシンオームズ,ヘクタープロテクター,栗毛,0,110, 0- 0- 0- 1,山上和良,小島牧場,在厩
2012105904,スパイホップ,牡,2,在厩,(美)高橋裕,マツリダゴッホ,ピュアウインド,デザートキング,鹿毛,0,0, 0- 0- 0- 0,河原義宏,小島牧場,在厩
2012106093,フジサンボンド,牡,2,在厩,(美)的場均,アドマイヤジャパン,メモリーズオブユー,Gulch,鹿毛,0,0, 0- 0- 0- 0,藤田秀行,三好牧場,在厩
2012106166,ディアイージス,牡,2,在厩,(美)新開幸一,タイキシャトル,フルーツパンチ,Barathea,鹿毛,0,0, 0- 0- 0- 1,ディアレスト,パカパカファーム,在厩
2012106253,モルトベーネ,牡,2,在厩,(栗)松永昌博,ディープスカイ,ノーブルエターナル,アフリート,栗毛,0,0, 0- 0- 0- 0,三宅正義,櫛桁牧場,在厩
2012106269,テイエムソラトブ,牡,2,不在,(美)石栗龍彦,ニューイングランド,カントリーバッハ,ティンバーカントリー,栗毛,0,0, 0- 0- 0- 0,竹園正繼,若林武雄,不在
2012106316,シゲルヒキヤマ,牡,2,在厩,(栗)谷潔,マーベラスサンデー,ジュリアクイーン,Acatenango,栗毛,0,0, 0- 0- 0- 0,森中蕃,惣田英幸,在厩
2012106354,コパノジョージ,牡,2,在厩,(栗)宮徹,クロフネ,ウェディングシルク,サンデーサイレンス,黒鹿,0,0, 0- 0- 0- 0,小林祥晃,ヤナガワ牧場,在厩
2012106413,ヒデノプラチナ,牡,2,在厩,(栗)佐藤正雄,ジャイアントレッカー,アイレンベルク,ゴールドヘイロー,鹿毛,0,0, 0- 0- 0- 0,大石秀夫,グラストレーニングセンター,在厩
2012109062,ディアスプレッド,牡,2,不在,(美)新開幸一,エスプリシーズ,マイネミニヨン,アグネスデジタル,鹿毛,0,0, 0- 0- 0- 0,ディアレスト,山内牧場,不在
2012109065,ランバイワイルド,牡,2,在厩,(美)池上昌弘,トウカイワイルド,アカネゾラ,ソウルオブザマター,鹿毛,0,0, 0- 0- 0- 1,佐藤力治,ワールドファーム,在厩
2012109194,クリノヤクマン,牡,2,在厩,(美)蛯名利弘,スクワートルスクワート,シンコペーション,フジキセキ,鹿毛,0,280, 0- 1- 0- 0,栗本博晴,釘田義美,在厩
2012110004,シゲルエベッサン,牡,2,在厩,(栗)木原一良,"Stormy Atlantic","Sweet and Flawless","Unbridled's Song",鹿毛,0,0, 0- 0- 0- 0,森中蕃,"Paca Paca Farm",在厩
2012100056,ブラックブリーズ,牡,2,不在,(美)斎藤誠,カネヒキリ,ケイアイリード,フォーティナイナー,青鹿,0,0, 0- 0- 0- 1,臼倉勲,石郷岡雅樹,不在
2012100141,デルタタイム,牡,2,在厩,(美)蛯名利弘,オリオンザサンクス,タイトルタイム,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,平本敏夫,川上悦夫,在厩
2012100258,ヴェリタスキング,牡,2,在厩,(栗)佐藤正雄,ハイアーゲーム,エアスパイシー,トニービン,黒鹿,0,0, 0- 0- 0- 0,松本肇,五丸農場,在厩
2012100309,ジャコバイティズム,牡,2,在厩,(美)田村康仁,ハーツクライ,クインオブオールディー,"Kris S.",青鹿,0,0, 0- 0- 0- 1,窪田康志,須崎牧場,在厩
2012100316,アドニスステラ,牡,2,在厩,(美)佐藤吉勝,アドマイヤムーン,レッドジグ,Danzig,鹿毛,0,0, 0- 0- 0- 0,平本敏夫,須崎牧場,在厩
2012100407,グァンチャーレ,牡,2,在厩,(栗)北出成人,スクリーンヒーロー,チュウオーサーヤ,ディアブロ,青鹿,0,0, 0- 0- 0- 0,松本俊廣,中央牧場,在厩
2012100474,サンココモ,牡,2,在厩,(美)清水英克,オンファイア,アリママリア,トウカイテイオー,黒鹿,0,0, 0- 0- 0- 0,加藤信之,長浜秀昭,在厩
2012100475,フィスデパール,牡,2,不在,(美)矢野英一,アドマイヤコジーン,イシノエレガンス,ダンスインザダーク,芦毛,0,0, 0- 0- 0- 0,高樽さゆり,長浜秀昭,不在
2012100506,タガノロビンソン,牡,2,不在,(栗)五十嵐忠,ステイゴールド,タガノシャルマン,トニービン,黒鹿,0,0, 0- 0- 0- 0,八木良司,八木牧場,不在
2012100515,アスカノホマレ,牡,2,在厩,(栗)川村禎彦,チチカステナンゴ,タガノレイヤード,クロフネ,鹿毛,0,0, 0- 0- 0- 0,豊田智郎,新冠タガノファーム,在厩
2012100552,ローレルベルカント,牡,2,不在,(栗)高野友和,カネヒキリ,ベルガール,トニービン,栗毛,0,0, 0- 0- 0- 0,ローレルレーシング,新冠橋本牧場,不在
2012100627,アングライフェン,牡,2,在厩,(栗)安田隆行,ステイゴールド,レッドスレッド,パントレセレブル,鹿毛,0,0, 0- 0- 0- 0,ノースヒルズ,ノースヒルズ,在厩
2012100638,ブライニクル,牡,2,不在,(美)天間昭一,ファスリエフ,アドマイヤマカディ,ノーザンテースト,鹿毛,0,0, 0- 0- 0- 0,手嶋康雄,ハシモトフアーム,不在
2012100738,ディアドムス,牡,2,在厩,(美)高橋裕,ジャングルポケット,マイネランデブー,アグネスデジタル,鹿毛,0,0, 0- 0- 0- 1,ディアレスト,ビッグレッドファーム,在厩
2012100820,ウインハインズ,牡,2,在厩,(栗)中村均,ヴァーミリアン,タップダンス,ダンスインザダーク,黒鹿,0,0, 0- 0- 0- 0,ウイン,三村卓也,在厩
2012100854,セルリアンコスモ,牡,2,在厩,(栗)川村禎彦,キンシャサノキセキ,フレンドリーステラ,タバスコキャット,鹿毛,0,0, 0- 0- 0- 0,イクタ,ムラカミファーム,在厩
2012100891,セルリアンセレーノ,牡,2,不在,(栗)松元茂樹,フレンチデピュティ,シマノラピス,オペラハウス,栗毛,0,0, 0- 0- 0- 0,イクタ,村本牧場,不在
2012100936,ブラッククローバー,牡,2,在厩,(栗)川村禎彦,ジャングルポケット,パリスセイリュウ,サクラバクシンオー,黒鹿,0,0, 0- 0- 0- 0,呂朝子,山岡牧場,在厩
2012101006,ペガサスボス,牡,2,在厩,(栗)矢作芳人,ディープインパクト,ファイトガリバー,ダイナガリバー,黒鹿,0,0, 0- 0- 0- 0,天羽牧場,天羽牧場,在厩
2012101117,トーセンアーネスト,牡,2,在厩,(美)中川公成,シンボリクリスエス,ビーチフェスタ,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,在厩
2012101289,サンマルバロン,牡,2,不在,(美)小島太,バゴ,ジョウノエリザベス,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 0,相馬勇,三城牧場,不在
2012101313,カラッカゼ,牡,2,在厩,(美)手塚貴久,ジャングルポケット,アイキボウユウキ,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,星野壽市,下河辺牧場,在厩
2012101338,サンライズステラ,牡,2,在厩,(栗)石坂正,キングカメハメハ,サンデーサンライズ,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,松岡隆雄,下河辺牧場,在厩
2012101358,タイセイアニマート,牡,2,在厩,(美)斎藤誠,シンボリクリスエス,ツルマルハロー,アグネスデジタル,黒鹿,0,0, 0- 0- 0- 0,田中成奉,下河辺牧場,在厩
2012101483,イェドプリオル,牡,2,在厩,(栗)高橋康之,ヴァーミリアン,ビービーシグナス,ホワイトマズル,青鹿,0,0, 0- 0- 0- 0,ノースヒルズ,高山博,在厩
2012101567,クワドループル,牡,2,在厩,(美)小島太,コマンズ,トリプルピルエット,"Sunday Silence",黒鹿,0,0, 0- 0- 0- 0,H.H.シェイク・モハメド,ダーレー・ジャパン・ファーム,在厩
2012101618,テンザリッチ,牡,2,在厩,(美)小西一男,ブラックタイド,コロナドズベイビー,コロナドズクエスト,青毛,0,0, 0- 0- 0- 1,天白泰司,千葉飯田牧場,在厩
2012101625,ウインオリファン,牡,2,不在,(美)上原博之,デュランダル,レインボークイーン,リンドシェーバー,栗毛,0,0, 0- 0- 0- 0,ウイン,千葉飯田牧場,不在
2012101638,アパラパチア,牡,2,在厩,(美)柴田政人,グラスワンダー,パッションメイト,アグネスタキオン,栗毛,0,0, 0- 0- 0- 0,井上久光,出口牧場,在厩
2012101646,テイエムトラネコ,牡,2,在厩,(栗)柴田光陽,バゴ,ジェニュラビーン,ジェニュイン,芦毛,0,0, 0- 0- 0- 0,竹園正繼,豊郷牧場,在厩
2012101674,ナムラオウテ,牡,2,在厩,(栗)福島信晴,ロージズインメイ,ストロングソレイユ,ニホンピロウイナー,黒鹿,0,0, 0- 0- 0- 0,奈村信重,ナカノファーム,在厩
2012101797,カラパナビーチ,牡,2,在厩,(栗)吉田直弘,キングカメハメハ,インユアアームス,ファルブラヴ,黒鹿,0,0, 0- 0- 0- 0,金子真人ホールディングス,日高大洋牧場,在厩
2012101913,ノーモアベット,牡,2,在厩,(美)田島俊明,スウェプトオーヴァーボード,プティパ,ブライアンズタイム,青鹿,0,0, 0- 0- 0- 0,高瀬真尚,本間牧場,在厩
2012101963,フクノドービル,牡,2,不在,(美)的場均,ヴァーミリアン,マチカネキミガタメ,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,福島祐子,三輪牧場,不在
2012102418,タイユール,牡,2,在厩,(栗)安田隆行,ワイルドラッシュ,タイトーク,"Black Tie Affair",芦毛,0,0, 0- 0- 0- 0,前田幸治,鳥井牧場,在厩
2012102509,メイショウサターン,牡,2,在厩,(栗)武田博,メイショウオウドウ,メイショウハナビ,メイショウドトウ,栗毛,0,0, 0- 0- 0- 0,松本好雄,本桐牧場,在厩
